"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Joint Orchestration of Cloud-Based Microservices and Virtual Network Functions","https://scispace.com/paper/http://arxiv.org/abs/1801.09984v1","2018","Preprint","","Hadi Razzaghi Kouchaksaraei
Holger Karl","","https://arxiv.org/pdf/1801.09984v1","Recent studies show the increasing popularity of distributed cloud applications, which are composed of multiple microservices. Besides their known benefits, microservice architecture also enables to mix and match cloud applications and Network Function Virtualization (NFV) services (service chains), which are composed of Virtual Network Functions (VNFs). Provisioning complex services containing VNFs and microservices in a combined NFV/cloud platform can enhance service quality and optimise cost. Such a platform can be based on the multi-cloud concept. However, current multi-cloud solutions do not support NFV requirements, making them inadequate to support complex services. In this paper, we investigate these challenges and propose a solution for jointly managing and orchestrating microservices and virtual network functions."
"Orchestration in the Cloud-to-Things Compute Continuum: Taxonomy, Survey and Future Directions","https://scispace.com/paper/http://arxiv.org/abs/2309.02172v1","2023","Preprint","","Amjad Ullah
Tamas Kiss
József Kovács
Francesco Tusa
James Deslauriers
Huseyin Dagdeviren
Resmi Arjun
Hamed Hamzeh","","https://arxiv.org/pdf/2309.02172v1","IoT systems are becoming an essential part of our environment. Smart cities, smart manufacturing, augmented reality, and self-driving cars are just some examples of the wide range of domains, where the applicability of such systems has been increasing rapidly. These IoT use cases often require simultaneous access to geographically distributed arrays of sensors, and heterogeneous remote, local as well as multi-cloud computational resources. This gives birth to the extended Cloud-to-Things computing paradigm. The emergence of this new paradigm raised the quintessential need to extend the orchestration requirements i.e., the automated deployment and run-time management) of applications from the centralised cloud-only environment to the entire spectrum of resources in the Cloud-to-Things continuum. In order to cope with this requirement, in the last few years, there has been a lot of attention to the development of orchestration systems in both industry and academic environments. This paper is an attempt to gather the research conducted in the orchestration for the Cloud-to-Things continuum landscape and to propose a detailed taxonomy, which is then used to critically review the landscape of existing research work. We finally discuss the key challenges that require further attention and also present a conceptual framework based on the conducted analysis."
"The Effects of Relative Importance of User Constraints in Cloud of Things Resource Discovery: A Case Study","https://scispace.com/paper/http://arxiv.org/abs/1611.05170v1","2016","Preprint","","Luiz H. Nunes
Julio C. Estrella
Alexandre C. B. Delbem
Charith Perera
Stephan Reiff-Marganiec","","https://arxiv.org/pdf/1611.05170v1","Over the last few years, the number of smart objects connected to the Internet has grown exponentially in comparison to the number of services and applications. The integration between Cloud Computing and Internet of Things, named as Cloud of Things, plays a key role in managing the connected things, their data and services. One of the main challenges in Cloud of Things is the resource discovery of the smart objects and their reuse in different contexts. Most of the existent work uses some kind of multi-criteria decision analysis algorithm to perform the resource discovery, but do not evaluate the impact that the user constraints has in the final solution. In this paper, we analyse the behaviour of the SAW, TOPSIS and VIKOR multi-objective decision analyses algorithms and the impact of user constraints on them. We evaluated the quality of the proposed solutions using the Pareto-optimality concept."
"Performance Analysis of Zero-Trust multi-cloud","https://scispace.com/paper/http://arxiv.org/abs/2105.02334v1","2021","Preprint","","Simone Rodigari
Donna O'Shea
Pat McCarthy
Martin McCarry
Sean McSweeney","","https://arxiv.org/pdf/2105.02334v1","Zero Trust security model permits to secure cloud native applications while encrypting all network communication, authenticating, and authorizing every request. The service mesh can enable Zero Trust using a side-car proxy without changes to the application code. To the best of our knowledge, no previous work has provided a performance analysis of Zero Trust in a multi-cloud environment. This paper proposes a multi-cloud framework and a testing workflow to analyze performance of the data plane under load and the impact on the control plane, when Zero Trust is enabled. The results of preliminary tests show that Istio has reduced latency variability in responding to sequential HTTP requests. Results also reveal that the overall CPU and memory usage can increase based on service mesh configuration and the cloud environment."
"Data Privacy in Multi-Cloud: An Enhanced Data Fragmentation Framework","https://scispace.com/paper/http://arxiv.org/abs/2211.11577v1","2022","Preprint","","Randolph Loh
Vrizlynn L. L. Thing","10.1109/PST52912.2021.9647746","https://arxiv.org/pdf/2211.11577v1","Data splitting preserves privacy by partitioning data into various fragments to be stored remotely and shared. It supports most data operations because data can be stored in clear as opposed to methods that rely on cryptography. However, majority of existing data splitting techniques do not consider data already in the multi-cloud. This leads to unnecessary use of resources to re-split data into fragments. This work proposes a data splitting framework that leverages on existing data in the multi-cloud. It improves data splitting mechanisms by reducing the number of splitting operations and resulting fragments. Therefore, decreasing the number of storage locations a data owner manages. Broadcasts queries locate third-party data fragments to avoid costly operations when splitting data. This work examines considerations for the use of third-party fragments and application to existing data splitting techniques. The proposed framework was also applied to an existing data splitting mechanism to complement its capabilities."
"Framework for cloud computing adoption: A road map for Smes to cloud migration","https://scispace.com/paper/http://arxiv.org/abs/1601.01608v1","2016","Preprint","","Nabeel Khan
Adil Al-Yasiri","10.5121/ijccsa.2015.5601","https://arxiv.org/pdf/1601.01608v1","Small and Medium size Enterprises (SME) are considered as a backbone of many developing and developed economies of the world; they are the driving force to any major economy across the globe. Through Cloud Computing firms outsource their entire information technology (IT) process while concentrating more on their core business. It allows businesses to cut down heavy cost incurred over IT infrastructure without losing focus on customer needs. However, Cloud industry to an extent has struggled to grow among SMEs due to the reluctance and concerns expressed by them. Throughout the course of this study several interviews were conducted and the literature was reviewed to understand how cloud providers offer services and what challenges SMEs are facing. The study identified issues like cloud knowledge, interoperability, security and contractual concerns to be hindering SMEs adoption of cloud services. From the interviews common practices followed by cloud vendors and what concerns SMEs have were identified as a basis for a cloud framework which will bridge gaps between cloud vendors and SMEs. A stepwise framework for cloud adoption is formulated which identifies and provides recommendation to four most predominant challenges which are hurting cloud industry and taking SMEs away from cloud computing, as well as guide SMEs aiding in successful cloud adoption. Moreover, this framework streamlines the cloud adoption process for SMEs by removing ambiguity in regards to fundamentals associated with their organisation and cloud adoption process."
"Handling Confidential Data on the Untrusted Cloud: An Agent-based Approach","https://scispace.com/paper/http://arxiv.org/abs/1012.0759v1","2010","Preprint","","Ernesto Damiani
Francesco Pagano","","https://arxiv.org/pdf/1012.0759v1","Cloud computing allows shared computer and storage facilities to be used by a multitude of clients. While cloud management is centralized, the information resides in the cloud and information sharing can be implemented via off-the-shelf techniques for multiuser databases. Users, however, are very diffident for not having full control over their sensitive data. Untrusted database-as-a-server techniques are neither readily extendable to the cloud environment nor easily understandable by non-technical users. To solve this problem, we present an approach where agents share reserved data in a secure manner by the use of simple grant-and-revoke permissions on shared data."
"Cross-Layer Multi-Cloud Real-Time Application QoS Monitoring and Benchmarking As-a-Service Framework","https://scispace.com/paper/http://arxiv.org/abs/1502.00206v2","2015","Preprint","","Khalid Alhamazani
Rajiv Ranjan
Prem Prakash Jayaraman
Karan Mitra
Chang Liu
Fethi Rabhi
Dimitrios Georgakopoulos
Lizhe Wang","10.1109/TCC.2015.2441715","https://arxiv.org/pdf/1502.00206v2","Cloud computing provides on-demand access to affordable hardware (multi-core CPUs, GPUs, disks, and networking equipment) and software (databases, application servers and data processing frameworks) platforms with features such as elasticity, pay-per-use, low upfront investment and low time to market. This has led to the proliferation of business critical applications that leverage various cloud platforms. Such applications hosted on single or multiple cloud provider platforms have diverse characteristics requiring extensive monitoring and benchmarking mechanisms to ensure run-time Quality of Service (QoS) (e.g., latency and throughput). This paper proposes, develops and validates CLAMBS:Cross-Layer Multi-Cloud Application Monitoring and Benchmarking as-a-Service for efficient QoS monitoring and benchmarking of cloud applications hosted on multi-clouds environments. The major highlight of CLAMBS is its capability of monitoring and benchmarking individual application components such as databases and web servers, distributed across cloud layers, spread among multiple cloud providers. We validate CLAMBS using prototype implementation and extensive experimentation and show that CLAMBS efficiently monitors and benchmarks application components on multi-cloud platforms including Amazon EC2 and Microsoft Azure."
"Online QoS Modeling in the Cloud: A Hybrid and Adaptive Multi-Learners Approach","https://scispace.com/paper/http://arxiv.org/abs/1504.03961v1","2015","Preprint","","Tao Chen
Rami Bahsoon
Xin Yao","10.1109/UCC.2014.42","https://arxiv.org/pdf/1504.03961v1","Given the on-demand nature of cloud computing, managing cloud-based services requires accurate modeling for the correlation between their Quality of Service (QoS) and cloud configurations/resources. The resulted models need to cope with the dynamic fluctuation of QoS sensitivity and interference. However, existing QoS modeling in the cloud are limited in terms of both accuracy and applicability due to their static and semi- dynamic nature. In this paper, we present a fully dynamic multi- learners approach for automated and online QoS modeling in the cloud. We contribute to a hybrid learners solution, which improves accuracy while keeping model complexity adequate. To determine the inputs of QoS model at runtime, we partition the inputs space into two sub-spaces, each of which applies different symmetric uncertainty based selection techniques, and we then combine the sub-spaces results. The learners are also adaptive; they simultaneously allow several machine learning algorithms to model QoS function and dynamically select the best model for prediction on the fly. We experimentally evaluate our models using RUBiS benchmark and realistic FIFA 98 workload. The results show that our multi-learners approach is more accurate and effective in contrast to the other state-of-the-art approaches."
"A Comparative Study of Load Balancing Algorithms in Cloud Computing Environment","https://scispace.com/paper/http://arxiv.org/abs/1403.6918v1","2014","Preprint","","Mayanka Katyal
Atul Mishra","","https://arxiv.org/pdf/1403.6918v1","Cloud Computing is a new trend emerging in IT environment with huge requirements of infrastructure and resources. Load Balancing is an important aspect of cloud computing environment. Efficient load balancing scheme ensures efficient resource utilization by provisioning of resources to cloud users on demand basis in pay as you say manner. Load Balancing may even support prioritizing users by applying appropriate scheduling criteria. This paper presents various load balancing schemes in different cloud environment based on requirements specified in Service Level Agreement (SLA)."
