"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Noise-Resistant Quantum Teleportation, Ansibles, and the No-Projector Theorem","https://scispace.com/paper/http://arxiv.org/abs/1605.09233v1","2016","Preprint","","Samuel R. Hedemann","","https://arxiv.org/pdf/1605.09233v1","A method is presented for achieving entanglement-free teleportation of a quantum state subject to any quantum noise. We apply this as a light-speed noise-resistant communicator, but also treat the possibility of a quantum ansible, a device for effectively superluminal communication and quantum broadcasting. The results suggest a ""no-projector theorem"" analogous to the no-cloning theorem. We then show how to build a pseudo-ansible for connection-free light-speed communication."
"Kubernetes in Action: Exploring the Performance of Kubernetes Distributions in the Cloud","https://scispace.com/paper/http://arxiv.org/abs/2403.01429v1","2024","Preprint","","Hossein Aqasizade
Ehsan Ataie
Mostafa Bastam","","https://arxiv.org/pdf/2403.01429v1","Kubernetes has emerged as a leading open-source platform for container orchestration, allowing organizations to efficiently manage and deploy containerized applications at scale. This paper investigates the performance of four Kubernetes distributions, namely Kubeadm, K3s, MicroK8s, and K0s when running OpenFaaS as a containerized service on a cluster of computing nodes on CloudLab. For this purpose, experiments are conducted to examine the performance of two virtualization modes, namely HVM and PV, supported by Xen as the underlying hypervisor. Moreover, two container runtimes that are integrated with Kubernetes, namely Docker, and Containerd, are examined to assess their performance on both disk-intensive and CPU-intensive workloads. After determining the appropriate underlying Xen mode and container runtime, the Kubernetes distributions are set up and their performance is measured using various metrics, such as request rate, CPU utilization, and scaling behavior."
"Configuration Defects in Kubernetes","https://scispace.com/paper/http://arxiv.org/abs/2512.05062v2","2025","Preprint","","Yue Zhang
Uchswas Paul
Marcelo d'Amorim
Akond Rahman","","https://arxiv.org/pdf/2512.05062v2","Kubernetes is a tool that facilitates rapid deployment of software. Unfortunately, configuring Kubernetes is prone to errors. Configuration defects are not uncommon and can result in serious consequences. This paper reports an empirical study about configuration defects in Kubernetes with the goal of helping practitioners detect and prevent these defects. We study 719 defects that we extract from 2,260 Kubernetes configuration scripts using open source repositories. Using qualitative analysis, we identify 15 categories of defects. We find 8 publicly available static analysis tools to be capable of detecting 8 of the 15 defect categories. We find that the highest precision and recall of those tools are for defects related to data fields. We develop a linter to detect two categories of defects that cause serious consequences, which none of the studied tools are able to detect. Our linter revealed 26 previously-unknown defects that have been confirmed by practitioners, 19 of which have already been fixed. We conclude our paper by providing recommendations on how defect detection and repair techniques can be used for Kubernetes configuration scripts. The datasets and source code used for the paper are publicly available online."
"Kubernetes Deployment Options for On-Prem Clusters","https://scispace.com/paper/http://arxiv.org/abs/2407.01620v1","2024","Preprint","","Lincoln Bryant
Robert W. Gardner
Fengping Hu
David Jordan
Ryan P. Taylor","","https://arxiv.org/pdf/2407.01620v1","Over the last decade, the Kubernetes container orchestration platform has become essential to many scientific workflows. Despite its popularity, deploying a production-ready Kubernetes cluster on-premises can be challenging for system administrators. Many of the proprietary integrations that application developers take for granted in commercial cloud environments must be replaced with alternatives when deployed locally. This article will compare three popular deployment strategies for sites deploying Kubernetes on-premise: Kubeadm with Kubespray, OpenShift / OKD and Rancher via K3S/RKE2."
"Kubernetes as an Availability Manager for Microservice Applications","https://scispace.com/paper/http://arxiv.org/abs/1901.04946v1","2019","Preprint","","Leila Abdollahi Vayghan
Mohamed Aymen Saied
Maria Toeroe
Ferhat Khendek","","https://arxiv.org/pdf/1901.04946v1","The move towards the microservice based architecture is well underway. In this architectural style, small and loosely coupled modules are developed, deployed, and scaled independently to compose cloud-native applications. However, for carrier-grade service providers to migrate to the microservices architectural style, availability remains a concern. Kubernetes is an open source platform that defines a set of building blocks which collectively provide mechanisms for deploying, maintaining, scaling, and healing containerized microservices. Thus, Kubernetes hides the complexity of microservice orchestration while managing their availability. In a preliminary work we evaluated Kubernetes, using its default configuration, from the availability perspective in a private cloud settings. In this paper, we investigate more architectures and conduct more experiments to evaluate the availability that Kubernetes delivers for its managed microservices. We present different architectures for public and private clouds. We evaluate the availability achievable through the healing capability of Kubernetes. We investigate the impact of adding redundancy on the availability of microservice based applications. We conduct experiments under the default configuration of Kubernetes as well as under its most responsive one. We also perform a comparative evaluation with the Availability Management Framework (AMF), which is a proven solution as a middleware service for managing high-availability. The results of our investigations show that in certain cases, the service outage for applications managed with Kubernetes is significantly high."
"P4Kube: In-Network Load Balancer for Kubernetes","https://scispace.com/paper/http://arxiv.org/abs/2505.05996v1","2025","Preprint","","Garegin Grigoryan
Kevin Penkowski
Minseok Kwon","10.1109/CCNC54725.2025.10976037","https://arxiv.org/pdf/2505.05996v1","Kubernetes Services such as LoadBalancer and NodePort expose applications running on pods within a Kubernetes cluster to external users. While the LoadBalancer Service requires an external load-balancing middleware, its alternative, NodePort Service, adds additional hops on the path between clients and the worker nodes. In this paper, we propose P4Kube, a framework consisting of a P4 data plane program and a Kubernetes plugin. Our solution effectively performs load balancing of requests to the worker nodes of a cluster based on the number of running replicas. In P4Kube, the data packets completely bypass the system's control plane. Unlike the previous work, to update its state, the P4Kube data plane works directly with the Kubernetes control plane without any involvement of the network control plane. Our experiments show up to 50% improvement in the average request time to the cluster compared to conventional approaches."
"Characterising resource management performance in Kubernetes","https://scispace.com/paper/http://arxiv.org/abs/2401.17125v1","2024","Preprint","","Víctor Medel
Rafael Tolosana-Calasanz
José Ángel Bañares
Unai Arronategui
Omer F. Rana","10.1016/j.compeleceng.2018.03.041","https://arxiv.org/pdf/2401.17125v1","A key challenge for supporting elastic behaviour in cloud systems is to achieve a good performance in automated (de-)provisioning and scheduling of computing resources. One of the key aspects that can be significant is the overheads associated with deploying, terminating and maintaining resources. Therefore, due to their lower start up and termination overhead, containers are rapidly replacing Virtual Machines (VMs) in many cloud deployments, as the computation instance of choice. In this paper, we analyse the performance of Kubernetes achieved through a Petri net-based performance model. Kubernetes is a container management system for a distributed cluster environment. Our model can be characterised using data from a Kubernetes deployment, and can be exploited for supporting capacity planning and designing Kubernetes-based elastic applications."
"Comparison of high-energy galactic and atmospheric tau neutrino flux","https://scispace.com/paper/http://arxiv.org/abs/hep-ph/0112222v2","2001","Preprint","","H. Athar
Kingman Cheung
Guey-Lin Lin
Jie-Jun Tseng","10.1016/S0927-6505(02)00183-4","https://arxiv.org/pdf/hep-ph/0112222v2","We compare the tau neutrino flux arising from the galaxy and the earth atmosphere for 10^3 < E/GeV < 10^11. The intrinsic and oscillated tau neutrino fluxes from both sources are calculated. The intrinsic galactic ν_τ flux (E > 10^3 GeV) is calculated by considering the interactions of high-energy cosmic-rays with the matter present in our galaxy, whereas the oscillated galactic ν_τ flux is coming from the oscillation of the galactic ν_μ flux. For the intrinsic atmospheric ν_τ flux, we extend the validity of a previous calculation from E < 10^6 GeV up to E < 10^11 GeV. The oscillated atmospheric ν_τ flux is, on the other hand, rather suppressed. We find that, for 10^3 < E/GeV < 5\cdot 10^7, the oscillated ν_τ flux along the galactic plane dominates over the maximal intrinsic atmospheric ν_τ flux, i.e., the flux along the horizontal direction. We also briefly mention the presently envisaged prospects for observing these high-energy tau neutrinos."
"Benefits, Challenges, and Research Topics: A Multi-vocal Literature Review of Kubernetes","https://scispace.com/paper/http://arxiv.org/abs/2211.07032v1","2022","Preprint","","Shazibul Islam Shamim
Jonathan Alexander Gibson
Patrick Morrison
Akond Rahman","","https://arxiv.org/pdf/2211.07032v1","Context: Kubernetes is an open source software that helps in automated deployment of software and orchestration of containers. With Kubernetes, IT organizations, such as IBM, Pinterest, and Spotify have experienced an increase in release frequency. Objective: The goal of this paper is to inform practitioners and researchers on benefits and challenges of Kubernetes usage by conducting a multi-vocal literature review of Kubernetes. Methodology: We conduct a multi-vocal literature review (MLR) where we use 321 Kubernetes-related Internet artifacts to identify benefits and challenges perceived by practitioners. In our MLR, we also analyze 105 peer-reviewed publications to identify the research topics addressed by the research community. Findings: We find 8 benefits that include service level objective (SLO)-based scalability and self-healing containers. Our identified 15 challenges related to Kubernetes include unavailability of diagnostics and security tools and attack surface reduction. We observe researchers to address 14 research topics related to Kubernetes, which includes efficient resource utilization. We also identify 9 challenges that are under-explored in research publications, which include cultural change, hardware compatibility, learning curve, maintenance, and testing."
"Migration of CMSWEB Cluster at CERN to Kubernetes","https://scispace.com/paper/http://arxiv.org/abs/2102.12751v1","2021","Preprint","","Muhammad Imran
Valentin Kuznetsov
Lina Marcella
Katarzyna Maria Dziedziniewicz-Wojcik
Andreas Pfeiffer
Panos Paparrigopoulos","10.22323/1.390.0911","https://arxiv.org/pdf/2102.12751v1","The CMS experiment heavily relies on the CMSWEB cluster to host critical services for its operational needs. The cluster is deployed on virtual machines (VMs) from the CERN OpenStack cloud and is manually maintained by operators and developers. The release cycle is composed of several steps, from building RPMs, their deployment to perform validation, and integration tests. To enhance the sustainability of the CMSWEB cluster, CMS decided to migrate its cluster to a containerized solution such as Docker, orchestrated with Kubernetes (k8s). This allows us to significantly reduce the release upgrade cycle, follow the end-to-end deployment procedure, and reduce operational cost. This paper gives an overview of the current CMSWEB cluster and its issues. We describe the new architecture of the CMSWEB cluster in Kubernetes. We also provide a comparison of VM and Kubernetes deployment approaches and report on lessons learned during the migration process."
