"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Gradual Drift Detection in Process Models Using Conformance Metrics","https://scispace.com/paper/gradual-drift-detection-in-process-models-using-conformance-3dsul3v5","2022","Posted Content","","","10.48550/arxiv.2207.11007","https://scispace.com/pdf/gradual-drift-detection-in-process-models-using-conformance-3dsul3v5.pdf","Changes, planned or unexpected, are common during the execution of real-life processes. Detecting these changes is a must for optimizing the performance of organizations running such processes. Most of the algorithms present in the state-of-the-art focus on the detection of sudden changes, leaving aside other types of changes. In this paper, we will focus on the automatic detection of gradual drifts, a special type of change, in which the cases of two models overlap during a period of time. The proposed algorithm relies on conformance checking metrics to carry out the automatic detection of the changes, performing also a fully automatic classification of these changes into sudden or gradual. The approach has been validated with a synthetic dataset consisting of 120 logs with different distributions of changes, getting better results in terms of detection and classification accuracy, delay and change region overlapping than the main state-of-the-art algorithms. ","In this article , the authors focus on the automatic detection of gradual drifts, a special type of change, in which the cases of two models overlap during a period of time."
"Out-of-Distribution Detection and Data Drift Monitoring using Statistical Process Control","https://scispace.com/paper/out-of-distribution-detection-and-data-drift-monitoring-1wljaj13es","2024","Journal Article","arXiv.org","Ghada Zamzmi
Kesavan Venkatesh
Brandon Nelson
Smriti Prathapan
Paul H. Yi
Berkman Sahiner
Jana G. Delfino","10.48550/arxiv.2402.08088","","Background: Machine learning (ML) methods often fail with data that deviates from their training distribution. This is a significant concern for ML-enabled devices in clinical settings, where data drift may cause unexpected performance that jeopardizes patient safety. Method: We propose a ML-enabled Statistical Process Control (SPC) framework for out-of-distribution (OOD) detection and drift monitoring. SPC is advantageous as it visually and statistically highlights deviations from the expected distribution. To demonstrate the utility of the proposed framework for monitoring data drift in radiological images, we investigated different design choices, including methods for extracting feature representations, drift quantification, and SPC parameter selection. Results: We demonstrate the effectiveness of our framework for two tasks: 1) differentiating axial vs. non-axial computed tomography (CT) images and 2) separating chest x-ray (CXR) from other modalities. For both tasks, we achieved high accuracy in detecting OOD inputs, with 0.913 in CT and 0.995 in CXR, and sensitivity of 0.980 in CT and 0.984 in CXR. Our framework was also adept at monitoring data streams and identifying the time a drift occurred. In a simulation with 100 daily CXR cases, we detected a drift in OOD input percentage from 0-1% to 3-5% within two days, maintaining a low false-positive rate. Through additional experimental results, we demonstrate the framework's data-agnostic nature and independence from the underlying model's structure. Conclusion: We propose a framework for OOD detection and drift monitoring that is agnostic to data, modality, and model. The framework is customizable and can be adapted for specific applications.","A ML-enabled Statistical Process Control (SPC) framework for OOD detection and drift monitoring that is agnostic to data, modality, and model is proposed and can be adapted for specific applications."
"DriftInsight: Detecting Anomalous Behaviors in Large-Scale Cloud Platform","https://scispace.com/paper/driftinsight-detecting-anomalous-behaviors-in-large-scale-20kwf82z8u","2017","Proceedings Article","International Conference on Cloud Computing","Fan Jing Meng
Xiao Zhang
Pengfei Chen
Jing Min Xu","10.1109/CLOUD.2017.37","","Detecting anomalous behaviors of cloud platforms is one of critical tasks for cloud providers. Every anomalous behavior potentially causes incidents, especially some unaware and/or unknown issues, which severely harm their SLA (Service Level Agreement). Existing solutions generally monitor cloud platform at different layers and then detect anomalies based on rules or learning algorithms on monitoring metrics. However, complexity of nowadays cloud platforms, high dynamics of cloud workloads and thousands of various types of metrics make anomalous behavior detection more challenging to be applied in production, especially in large scale cloud production environments. In this paper, we present a practical cloud anomalous behavior detection system called DriftInsight. It firstly analyzes multi-denominational metrics of each component and identifies a set of representative steady components based on the convergences of their states. Then it generates a state model and a state transit model for each steady cloud component. Finally, it detects behavior anomalies of these steady components in near real-time and meanwhile evolve behavior models on the fly. The evaluation results of this approach in a commercial large-scale PaaS (Platform-as-a-Service) cloud are demonstrated its capability and efficiency.","This paper presents a practical cloud anomalous behavior detection system called DriftInsight that firstly analyzes multi-denominational metrics of each component and identifies a set of representative steady components based on the convergences of their states, and detects behavior anomalies of these steady components in near real-time and meanwhile evolve behavior models on the fly."
"Rendez-Vous Based Drift Diagnosis Algorithm for Sensor Networks Toward In Situ Calibration","https://scispace.com/paper/rendez-vous-based-drift-diagnosis-algorithm-for-sensor-11qy3ezm","2023","Journal Article","IEEE Transactions on Automation Science and Engineering","Florentin Delaine
Bérengère Lebental
Hervé Rivano","10.1109/TASE.2022.3182289","","In recent years, low-cost sensors have raised strong interest for environmental monitoring applications. These instruments often suffer from degraded data quality. Notably, they are prone to drift. It can be mitigated with costly periodic calibrations. To reduce this cost, in situ calibration strategies have emerged, enabling the recalibration of instruments while leaving them in the field. However, they rarely identify which instruments actually need a calibration because of drift, so that in situ calibration may instead degrade performances. Therefore, a novel drift detection algorithm is presented in this work, exploiting the concept of rendez-vous between measuring instruments. Its originality lies mainly in the comparisons of values determining the state of the instruments, for which the quality of the measurement results is taken into account. It defines the concept of compatibility between measurement results. A case study is developed, showing an accuracy of 88% for correct detection of drifting instruments. The results of the diagnosis algorithm are then combined with calibration approaches. Results show a significant improvement of the measurement results. Notably, an increase of 15% of the coefficient of determination of the linear regression between their true values and the measured values is observed with the correction and the error on the slope and on the intercept respectively is reduced by 50% and 60% at least. Note to Practitioners—In this paper, we investigate the problem of drift detection in sensor networks. This work was motivated by the fact that faulty nodes are rarely detected in existing in situ calibration algorithm prior to the correction of the instruments. Moreover, existing fault diagnosis algorithms for sensor networks do not specifically target drift and are often applicable to either (dense) static or mobile sensor networks but not both. We propose an algorithm designed for the detection of drift faults regardless of the type of sensor network and of the measurand. Specific attention is paid to the metrological quality of the measurement results used to carry out the diagnosis. The output of the algorithm provides information that can be exploited for the recalibration of faulty instruments. In future work, we will aim at providing tools and recommendations for the adjusment of the parameters of the diagnosis algorithm but also more elaborated approaches based on the results of our diagnosis algorithm to calibrate faulty nodes.","In this paper , a rendez-vous-based drift detection algorithm was proposed to detect drift in sensor networks, which is based on the concept of compatibility between measurement results and the quality of the measurement results."
"Drift Detection and Handling","https://scispace.com/paper/drift-detection-and-handling-18n3kx91u8","2024","Book Chapter","Machine Learning: Foundations, Methodologies, and Applications","Thomas Bartz‐Beielstein
Lukas Hans","10.1007/978-981-99-7007-0_3","","Structural changes (“drift”) in the data cause problems for many algorithms. Based on the drift definitions given in Chap. 1 , methods for drift detection and handling are discussed. For the algorithms presented in Chap. 2 , it is clarified to what extent concept drift is reacted to. In turn, the extent to which catastrophic forgetting is an issue is described in Sect. 4.3 . Section 3.1 describes three architectures for implementing drift detection algorithms. Basic properties of window-based approaches are presented in Sect. 3.2. Section 3.4 presents commonly used drift detection techniques. Section 3.4 describes how the drift detection techniques introduced in Sect. 3.3 are used in Online Machine Learning (OML) algorithms and summarizes the tree-based OML techniques implemented in the River package. Section 3.5 introduces scaling methods for handling drift. ","Drift detection and handling techniques are discussed to address data drift issues in algorithms. The impact of drift on algorithms presented in Chap. 2 and catastrophic forgetting is described. Architectures, window-based approaches, drift detection techniques, and scaling methods are presented."
"Data drift detection and mitigation: A comprehensive MLOps approach for real-time systems","https://scispace.com/paper/data-drift-detection-and-mitigation-a-comprehensive-mlops-5qvvm1zkpipk","2024","Journal Article","International Journal of Science and Research Archive","Naveen Kodakandla","10.30574/ijsra.2024.12.1.0724","","About Real time continuously updating machine learning systems it is important to note that model consistency and resilience is highly desirable. Nonetheless, data shift, or changes in the statistical properties of data over time, represent a great threat when it comes to maintaining the best possible model accuracy. In this article, the author considers the phenomenon of data drift in detail, and the methods of its prevention within the framework of MLOps. What this work aims to achieve The study explores different forms of data drift and their consequences, especially on real-time systems, the tools and methods used in monitoring the drift and methods used in containing the same. Therein, we propose an end-to-end MLOps solution for handling the drift and using automated drift detection, retraining techniques and adaptive models for continuous learning. Finally, detailed experimental evaluations in numerous domains including healthcare, finance, and IoT confirm the effectiveness of the proposed approach. Moreover, the article focuses on the new trends, The social or moral issues associated with the drift management and how advanced more advanced artificial intelligence tools become instrumental in the future of drift management. That is why, with a proper MLOps approach in place, an organization would be ready and able to address data drift as a problem, thereby maintaining sustainable, efficient real-time systems. ","This study proposes an end-to-end MLOps solution for detecting and mitigating data drift in real-time systems, utilizing automated detection, retraining techniques, and adaptive models for continuous learning, with experimental evaluations in healthcare, finance, and IoT domains."
"Context-Aware Drift Detection","https://scispace.com/paper/context-aware-drift-detection-2qe136yn","2022","Proceedings Article","International Conference on Machine Learning","Oliver J. Cobb
Arnaud Van Looveren","10.48550/arXiv.2203.08644","","When monitoring machine learning systems, two-sample tests of homogeneity form the foundation upon which existing approaches to drift detection build. They are used to test for evidence that the distribution underlying recent deployment data differs from that underlying the historical reference data. Often, however, various factors such as time-induced correlation mean that batches of recent deployment data are not expected to form an i.i.d. sample from the historical data distribution. Instead we may wish to test for differences in the distributions conditional on context that is permitted to change. To facilitate this we borrow machin-ery from the causal inference domain to develop a more general drift detection framework built upon a foundation of two-sample tests for conditional distributional treatment effects. We recommend a particular instantiation of the framework based on maximum conditional mean discrepancies. We then provide an empirical study demonstrating its effectiveness for various drift detection problems of practical interest, such as detecting drift in the distributions underlying subpopulations of data in a manner that is insensitive to their respective prevalences. The study additionally demonstrates applicability to ImageNet-scale vision problems. and night) covered by the training data. We often do not wish for this partial coverage to cause drift detections, but instead to detect other changes not explained by the change/narrowing of context. A nighttime deployment batch should be permitted to contain only wolves and owls, but a daytime deployment batch should not contain any owls.","A more general drift detection framework built upon a foundation of two-sample tests for conditional distributional treatment effects is developed and a particular instantiation of the framework based on maximum conditional mean discrepancies is recommended."
"Drifter: Efficient Online Feature Monitoring for Improved Data Integrity in Large-Scale Recommendation Systems","https://scispace.com/paper/drifter-efficient-online-feature-monitoring-for-improved-160rx2sv7w","2023","Journal Article","arXiv.org","Blaz Skrlj
Nir Ki-Tov
Lee Edelist
Natalia Silberstein
Hila Weisman-Zohar
B. Mramor
Davorin Kopič
Naama Ziporin","10.48550/arxiv.2309.08617","https://scispace.compdf/drifter-efficient-online-feature-monitoring-for-improved-160rx2sv7w.pdf","Real-world production systems often grapple with maintaining data quality in large-scale, dynamic streams. We introduce Drifter, an efficient and lightweight system for online feature monitoring and verification in recommendation use cases. Drifter addresses limitations of existing methods by delivering agile, responsive, and adaptable data quality monitoring, enabling real-time root cause analysis, drift detection and insights into problematic production events. Integrating state-of-the-art online feature ranking for sparse data and anomaly detection ideas, Drifter is highly scalable and resource-efficient, requiring only two threads and less than a gigabyte of RAM per production deployments that handle millions of instances per minute. Evaluation on real-world data sets demonstrates Drifter's effectiveness in alerting and mitigating data quality issues, substantially improving reliability and performance of real-time live recommender systems.","Evaluation on real-world data sets demonstrates Drifter's effectiveness in alerting and mitigating data quality issues, substantially improving reliability and performance of real-time live recommender systems."
"UDDT: An Unsupervised Drift Detection Method for Industrial Time Series Data","https://scispace.com/paper/uddt-an-unsupervised-drift-detection-method-for-industrial-3b3eola7x6","2023","Proceedings Article","","Deepti Maduskar
Divyasheel Sharma
Chandrika Kr
Reuben Borrison
Gianluca Manca
Marcel Dix","10.1109/oncon60463.2023.10431133","","Industrial ML models are primarily data-driven. Therefore, one of the main focus for monitoring the model should be towards identifying the drifts in the data that might affect the performance of the model. The traditional drift detecting methods are usually based on some assumptions related to the underlying data such as no inter-dependence. However industrial sensor data typically consists of time series data, which is collected at regular intervals. Therefore, detecting drift in dependent data where the current readings depend on the previously registered readings demands a different approach. Existing solutions require either the ground truth, a fixed size, or the underlying model details. We propose an Unsupervised Drift Detection method for industrial Time series data or UDDT, a generic approach with no such pre-requisites. In our approach, we can check whether two series belong to the same model. Apart from detecting the drift in the two series, it can also provide the rationale behind the observed drift, i.e., whether the drift is due to a difference in stationarity, correlation structures, or noise distributions. We evaluate the UDDT on two datasets to demonstrate its correctness and the trust regions under various circumstances. We also establish its applicability for the real industrial setting.","This work proposes an Unsupervised Drift Detection method for industrial Time series data or UDDT, a generic approach with no such pre-requisites, which can check whether two series belong to the same model and provide the rationale behind the observed drift."
"Context-Aware Drift Detection","https://scispace.com/paper/context-aware-drift-detection-2b1bjfza","2022","Posted Content","","","10.48550/arxiv.2203.08644","https://scispace.com/pdf/context-aware-drift-detection-2b1bjfza.pdf","When monitoring machine learning systems, two-sample tests of homogeneity form the foundation upon which existing approaches to drift detection build. They are used to test for evidence that the distribution underlying recent deployment data differs from that underlying the historical reference data. Often, however, various factors such as time-induced correlation mean that batches of recent deployment data are not expected to form an i.i.d. sample from the historical data distribution. Instead we may wish to test for differences in the distributions conditional on \textit{context} that is permitted to change. To facilitate this we borrow machinery from the causal inference domain to develop a more general drift detection framework built upon a foundation of two-sample tests for conditional distributional treatment effects. We recommend a particular instantiation of the framework based on maximum conditional mean discrepancies. We then provide an empirical study demonstrating its effectiveness for various drift detection problems of practical interest, such as detecting drift in the distributions underlying subpopulations of data in a manner that is insensitive to their respective prevalences. The study additionally demonstrates applicability to ImageNet-scale vision problems. ","In this article , a more general drift detection framework is proposed based upon a foundation of two-sample tests for conditional distributional treatment effects, which is applied to ImageNet-scale vision problems."
"Concept Drift Monitoring and Diagnostics of Supervised Learning Models via Score Vectors","https://scispace.com/paper/concept-drift-monitoring-and-diagnostics-of-supervised-x20t8xah","2022","Journal Article","Technometrics","Dianne C. Mitchell","10.1080/00401706.2022.2124310","http://arxiv.org/pdf/2012.06916","Supervised learning models are one of the most fundamental classes of models. Viewing supervised learning from a probabilistic perspective, the set of training data to which the model is fitted is usually assumed to follow a stationary distribution. However, this stationarity assumption is often violated in a phenomenon called concept drift, which refers to changes over time in the predictive relationship between covariates X and a response variable Y and can render trained models suboptimal or obsolete. We develop a comprehensive and computationally efficient framework for detecting, monitoring, and diagnosing concept drift. Specifically, we monitor the Fisher score vector, defined as the gradient of the log-likelihood for the fitted model, using a form of multivariate exponentially weighted moving average, which monitors for general changes in the mean of a random vector. In spite of the substantial performance advantages that we demonstrate over popular error-based methods, a score-based approach has not been previously considered for concept drift monitoring. Advantages of the proposed score-based framework include applicability to broad classes of parametric models, more powerful detection of changes as shown in theory and experiments, and inherent diagnostic capabilities for helping to identify the nature of the changes. ","In this paper , a score-based approach is proposed to detect and diagnose concept drift in supervised learning models, where the Fisher score vector is defined as the gradient of the log-likelihood for the fitted model."
"Concept Drift Monitoring and Diagnostics of Supervised Learning Models via Score Vectors.","https://scispace.com/paper/concept-drift-monitoring-and-diagnostics-of-supervised-4556t169m1","2020","Posted Content","arXiv: Machine Learning","Kungang Zhang
Anh Tuan Bui
Daniel W. Apley","","https://arxiv.org/pdf/2012.06916.pdf","Supervised learning models are one of the most fundamental classes of models. Viewing supervised learning from a probabilistic perspective, the set of training data to which the model is fitted is usually assumed to follow a stationary distribution. However, this stationarity assumption is often violated in a phenomenon called concept drift, which refers to changes over time in the predictive relationship between covariates $\mathbf{X}$ and a response variable $Y$ and can render trained models suboptimal or obsolete. We develop a comprehensive and computationally efficient framework for detecting, monitoring, and diagnosing concept drift. Specifically, we monitor the Fisher score vector, defined as the gradient of the log-likelihood for the fitted model, using a form of multivariate exponentially weighted moving average, which monitors for general changes in the mean of a random vector. In spite of the substantial performance advantages that we demonstrate over popular error-based methods, a score-based approach has not been previously considered for concept drift monitoring. Advantages of the proposed score-based framework include applicability to any parametric model, more powerful detection of changes as shown in theory and experiments, and inherent diagnostic capabilities for helping to identify the nature of the changes.","A comprehensive and computationally efficient framework for detecting, monitoring, and diagnosing concept drift monitoring is developed using the Fisher score vector, defined as the gradient of the log-likelihood for the fitted model, using a form of multivariate exponentially weighted moving average."
"Predictive drift detection and correction","https://scispace.com/paper/predictive-drift-detection-and-correction-6a6btt6vqb","2017","Patent","","Maughan Jason
James T. Lovell
Richard W. Wellman
Kelly D. Phillipps","","","Apparatuses, systems, methods, and computer program products are disclosed for drift detection and correction for predictive analytics. A prediction module (202) applies a model to workload data to produce one or more predictive results. Workload data may include one or more records. A model may include one or more learned functions (702, 704, 706) based on training data. A drift detection module (204) detects a drift phenomenon relating to one or more predictive results. A predict-time fix module (206) may modify at least one predictive result in response to a drift phenomenon.","In this article, a drift detection module (204) detects a drift phenomenon relating to one or more predictive results and a predict-time fix module (206) may modify at least one predictive result in response to the drift phenomenon."
"Improving Drift Detection by Monitoring Shapley Loss Values","https://scispace.com/paper/improving-drift-detection-by-monitoring-shapley-loss-values-3cc1eywe","2022","Book Chapter","Lecture Notes in Computer Science","Bastien Zimmermann
Mathieu Boussard","10.1007/978-3-031-09282-4_38","","Along the deployment of Machine Learning models rises an inherent need for monitoring, where model performances should be tracked as well as potential drifts. In a live environment, with evolving data, the risk is for the model to become ill-adapted for the given situation. The failure to detect drift while leading to a performance deterioration could also cause side effects due to model over-trust. Informing the user of any anomaly upon detection is the key to enabling any action. We propose Shap-ADWIN, a novel approach improving the performance of state-of-the-art drift detectors such as ADWIN by leveraging the information brought by Shapley Loss Values. While common practice is to monitor the evolution of the loss of models at most for every predicted instance, the proposed solution monitors each individual instance and features the Shapley Loss value. Whenever the loss is attributed more toward a given feature the information becomes more contrasted, which enables a better detection. Indeed the signal-to-noise ratio is higher on that feature and allows the detector to leverage that information. The opposite case being equal Shapley values that are just the Loss under-scaled for every feature. Moreover, noise over the output would be equally distributed along with each Shapley Loss value of every feature providing lower information to noise ratio and allows a more reliable detection. We provide: a restricted proof, experiments and source code. Results were obtained using synthetically generated data presenting diverse types of drift, showing the performance of Shap-ADWIN over ADWIN. ","Shap-ADWIN as mentioned in this paper monitors each individual instance and features the Shapley Loss value, whenever the loss is attributed more toward a given feature the information becomes more contrasted, which enables a better detection."
"Data Drift Monitoring for Log Anomaly Detection Pipelines","https://scispace.com/paper/data-drift-monitoring-for-log-anomaly-detection-pipelines-5dv7weqbbp","","Journal Article","arXiv.org","Dipak Wani
Samuel Ackerman
Eitan Farchi
Sarasi Lalithsena","10.48550/arxiv.2310.14893","","Logs enable the monitoring of infrastructure status and the performance of associated applications. Logs are also invaluable for diagnosing the root causes of any problems that may arise. Log Anomaly Detection (LAD) pipelines automate the detection of anomalies in logs, providing assistance to site reliability engineers (SREs) in system diagnosis. Log patterns change over time, necessitating updates to the LAD model defining the `normal' log activity profile. In this paper, we introduce a Bayes Factor-based drift detection method that identifies when intervention, retraining, and updating of the LAD model are required with human involvement. We illustrate our method using sequences of log activity, both from unaltered data, and simulated activity with controlled levels of anomaly contamination, based on real collected log data.","This paper introduces a Bayes Factor-based drift detection method that identifies when intervention, retraining, and updating of the LAD model are required with human involvement."
