"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Policy framework for Cloud Computing: AI, governance, compliance and management","https://scispace.com/paper/policy-framework-for-cloud-computing-ai-governance-39pciiwpy43b","2024","Journal Article","Global Journal of Engineering and Technology Advances","Daniel Olatunde Babalola
Adebisi Adedoyin
Foyeke Ogundipe
Adebola Folorunso
Chineme Edgar Nwatu","10.30574/gjeta.2024.21.2.0212","","The rapid evolution of cloud computing has transformed data management, operational efficiency, and artificial intelligence (AI) capabilities across industries. However, this advancement presents new challenges in governance, compliance, and management, necessitating a comprehensive policy framework to ensure secure, ethical, and effective cloud usage. This review examines a robust policy framework designed to address these challenges, focusing on the integration of AI, governance practices, regulatory compliance, and cloud management. The framework outlines specific policies for AI, emphasizing ethical considerations, accountability, and transparency, alongside mechanisms for privacy and bias mitigation to foster responsible AI deployment in cloud environments. Governance policies are structured to establish clear data stewardship, risk management, and continuous monitoring protocols, ensuring that cloud resources align with organizational and regulatory standards. Moreover, compliance is addressed through adherence to global standards such as GDPR and HIPAA, with an emphasis on data sovereignty, auditability, and vendor accountability to maintain regulatory alignment across jurisdictions. Management policies within the framework focus on optimizing resource allocation, enforcing Service Level Agreements (SLAs), and developing disaster recovery and business continuity strategies. These management policies aim to balance cost-efficiency with performance reliability. Recognizing the complexities of multi-cloud and hybrid environments, the framework proposes adaptable guidelines that accommodate rapid technological shifts and address security and privacy risks inherent in cloud computing. Through case studies and best practices, this framework offers actionable insights for organizations seeking to implement secure, compliant, and efficient cloud systems. In exploring the future landscape, the review anticipates emerging regulations and underscores the importance of industry-wide collaboration in refining cloud policies. This policy framework provides a foundation for organizations to harness the full potential of cloud computing while upholding standards in AI ethics, data governance, and regulatory compliance. ","This review proposes a comprehensive policy framework for cloud computing, integrating AI, governance, compliance, and management to ensure secure, ethical, and effective cloud usage, addressing challenges in data stewardship, risk management, and regulatory alignment across jurisdictions."
"CAG: compliance adherence and governance in software delivery using blockchain","https://scispace.com/paper/cag-compliance-adherence-and-governance-in-software-delivery-vfppwiucm2","2019","Proceedings Article","","Kapil Singi
Vikrant Kaulgud
R. P. Jagadeesh Chandra Bose
Sanjay Podder","10.1109/WETSEB.2019.00011","","The software development life cycle (SDLC) starts with business and functional specifications signed with a client. In addition to this, the specifications also capture policy / procedure / contractual / regulatory / legislation / standard compliances with respect to a given client industry. The SDLC must adhere to service level agreements (SLAs) while being compliant to development activities, processes, tools, frameworks, and reuse of open-source software components. In today's world, global software development happens across geographically distributed (autonomous) teams consuming extraordinary amounts of open source components drawn from a variety of disparate sources. Although this is helping organizations deal with technical and economic challenges, it is also increasing unintended risks, e.g., use of a non-complaint license software might lead to copyright issues and litigations, use of a library with vulnerabilities pose security risks etc. Mitigation of such risks and remedial measures is a challenge due to lack of visibility and transparency of activities across these distributed teams as they mostly operate in silos. We believe a unified model that non-invasively monitors and analyzes the activities of distributed teams will help a long way in building software that adhere to various compliances. In this paper, we propose a decentralized CAG - Compliance Adherence and Governance framework using blockchain technologies. Our framework (i) enables the capturing of required data points based on compliance specifications, (ii) analyzes the events for non-conformant behavior through smart contracts, (iii) provides real-time alerts, and (iv) records and maintains an immutable audit trail of various activities.","A decentralized CAG - Compliance Adherence and Governance framework using blockchain technologies is proposed that enables the capturing of required data points based on compliance specifications, analyzes the events for non-conformant behavior through smart contracts, and records and maintains an immutable audit trail of various activities."
"Automated compliance management in hybrid cloud architectures: A policy-as-code approach","https://scispace.com/paper/automated-compliance-management-in-hybrid-cloud-7dj1l94yti11","2023","Journal Article","World Journal of Advanced Engineering Technology and Sciences","Adekanmi Miracle Adeyinka","10.30574/wjaets.2023.10.1.0265","","Compliance management grew in complexity with the proliferation of hybrid cloud infrastructures that integrate on-premises systems with public cloud services. Manual and traditional methods of compliance enforcement are becoming increasingly ineffective in these dynamic heterogeneous environments, exposing risk elevation and inefficient operations. This study explores the applicability of Policy-as-Code (PaC) as a disruption agent for compliance automation under hybrid cloud architectures. PaC enforces obligations continuously, monitors them in real-time, and remediates them automatically by embedding these obligations as machine-readable, declarative policies. The paper reviews the evolution of compliance automation, introduces a conceptual model for PaC integration across hybrid environments, and presents a reference architecture and workflow design for ensuring continuous compliance. It then evaluates the prominent tools and platforms that have varying support for said reference architecture, such as Open Policy Agent, HashiCorp Sentinel, and Azure Policy, describing their features, interoperability, and domain-specific use cases, e.g., finance, healthcare, and the public sector. Finally, the research establishes benefits, current limitations for alternative directions for adoption, and a future for PaC with respect to achieving scalable auditable compliance strategies that are resilient across cloud ecosystems from another perspective. ","This study explores Policy-as-Code (PaC) for automating compliance in hybrid cloud architectures, introducing a conceptual model, reference architecture, and evaluating tools like Open Policy Agent and Azure Policy for continuous compliance enforcement and remediation."
"A Matter of Policy","https://scispace.com/paper/a-matter-of-policy-28mifet7b0","2012","Journal Article","IT Professional","David F. Ferraiolo
Jeffrey Voas
George Hurlburt","10.1109/MITP.2012.30","","To many, system policy is a statement posted on a website indicating intention to protect personal data. In reality, policy is much broader, and its enforcement far more consequential. What if policy-derived rule sets could be rigorously defined and automated for software-intensive systems? Imagine a ""policy machine"" that allows codification of arbitrary rules stemming from policy to create executable code. Such a tool exists today at the US National Institute of Standards and Technology. The NIST Policy Machine offers a new technology in enforcing the important role of policy in systems design, evolution, management, and policy enforcement.","The NIST Policy Machine offers a new technology in enforcing the important role of policy in systems design, evolution, management, and policy enforcement."
"ExPDT: Ein Policy-basierter Ansatz zur Automatisierung von Compliance","https://scispace.com/paper/expdt-ein-policy-basierter-ansatz-zur-automatisierung-von-1v9o8bdtti","2008","Journal Article","Wirtschaftsinformatik und Angewandte Informatik","Stefan Sackmann
Martin Kähmer","10.1007/S11576-008-0078-1","","Remaining in compliance with growing requirements from new laws, regulations, standards, or contracts demands increasing IT support beyond simple reporting tools or archiving solutions. However, an efficient IT support of compliance management requires a more general approach. In this contribution, a framework for automating compliance is introduced. Policies are seen as the key to aligning non-technical compliance requirements to a technical IT system. The policy language ExPDT is presented and evaluated with regard to maintaining flexibility of business processes and validating compliance.","In this contribution, a framework for automating compliance is introduced and policies are seen as the key to aligning non-technical compliance requirements to a technical IT system."
"Provider-Agnostic Infrastructure As Code: A Modular Framework For Secure Multi-Tenant Cloud Automation","https://scispace.com/paper/provider-agnostic-infrastructure-as-code-a-modular-framework-epkpvwnrvx5w","2025","Journal Article","Journal of international crisis and risk communication research","Manoj Kumar Reddy Kalakoti","10.63278/jicrcr.vi.3257","https://scispace.compdf/provider-agnostic-infrastructure-as-code-a-modular-framework-epkpvwnrvx5w.pdf","Modern enterprises face significant challenges in managing infrastructure across multiple cloud providers while maintaining security and operational efficiency. This work presents a modular automation framework addressing these challenges through provider-agnostic abstraction patterns implemented using Infrastructure as Code principles. The framework introduces reusable modules for core infrastructure components including networking, identity management, compute, and monitoring systems. A key innovation lies in the abstraction layer enabling unified provisioning across AWS, Azure, and Google Cloud Platform. Security requirements are addressed through integrated Role-Based Access Control, automated secret management, and policy-as-code enforcement. The framework leverages GitOps pipelines for continuous deployment with approval gates and automated rollback capabilities. Evaluation in multi-tenant enterprise environments demonstrates improved deployment consistency, reduced provisioning complexity, and enhanced developer productivity. This work advances Infrastructure as Code by integrating multi-tenancy, security-by-design principles, and provider-agnostic abstractions within a cohesive architecture, significantly reducing operational complexity in multi-cloud deployments. ","This research presents a modular, provider-agnostic framework for secure multi-tenant cloud automation, leveraging Infrastructure as Code principles and GitOps pipelines to improve deployment consistency, reduce complexity, and enhance developer productivity across AWS, Azure, and Google Cloud Platform."
"Amazon Web Services Cloud Compliance Automation with Open Policy Agent","https://scispace.com/paper/amazon-web-services-cloud-compliance-automation-with-open-21c8o96wzpz5","2024","Journal Article","","Arya Paul
R. Joseph Manoj
S. Udhayakumar","10.1109/icoeca62351.2024.00063","","The security challenges posed by Infrastructure as code (IaC) are outgrowing established security procedures in an era of rapidly adopting cloud computing and DevOps methodologies. Using security principles to be integrated into the CI/CD pipeline for continuous validation and remediation, this research work proposes a DevSecOps approach to enable cloud environment IaC security. The proposed architecture evaluates CloudFormation Template file to the specified security policy by utilizing Open Policy Agent (OPA). Any violations are flagged by OPA, which may force the deployment process to stop. By incorporating security and compliance considerations into the development pipeline, this method guarantees that vulnerabilities are kept out of production systems. Organizations can improve the overall security posture of their cloud systems by proactively identifying and remediating security problems by implementing a DevSecOps approach. By ensuring that IaC deployments adhere to specified security policies based on the compliance requirements, OPA's continuous security validation reduces the possibility of misconfigurations and security flaws.","This research proposes a DevSecOps approach using Open Policy Agent (OPA) to automate cloud compliance, integrating security into the CI/CD pipeline for continuous validation and remediation, ensuring IaC deployments adhere to specified security policies and reducing misconfigurations and security flaws."
"Modeling laws with nomos 2","https://scispace.com/paper/modeling-laws-with-nomos-2-4jnzvpmhwr","2013","Proceedings Article","International Workshop on Requirements Engineering and Law","Silvia Ingolfo
Alberto Siena
Angelo Susi
Anna Perini
John Mylopoulos","10.1109/RELAW.2013.6671350","","Nomos is a framework for modelling law-compliant solutions in software system design. It provides a core set of concepts to enable exploring and selecting alternatives in a variability space defined by laws, a graphical notation to visualize models, and tool support for compliance analysis. This short paper illustrates the features above and sketches some of the research challenges ahead.","This short paper illustrates the features above and sketches some of the research challenges ahead of the modelling law-compliant solutions in software system design."
"rtGovOps: A Runtime Framework for Governance in Large-Scale Software-Defined IoT Cloud Systems","https://scispace.com/paper/rtgovops-a-runtime-framework-for-governance-in-large-scale-4j8w72molm","2015","Proceedings Article","Mobile Cloud Computing & Services","Stefan Nastic
Michael Vogler
Christian Inzinger
Hong-Linh Truong
Schahram Dustdar","10.1109/MOBILECLOUD.2015.38","https://scispace.com/pdf/rtgovops-a-runtime-framework-for-governance-in-large-scale-4j8w72molm.pdf","The ongoing convergence of cloud computing and the IoT gives rise to the proliferation of diverse, large-scale IoT and mobile cloud systems Such novel IoT cloud systems offer numerous advantages for all involved stakeholders However, due to scale, complexity, and inherent geographical distribution of such systems, governing new IoT cloud resources poses numerous challenges In this paper we introduce rtGovOps, a novel framework for on-demand runtime operational governance of software-defined IoT cloud systems To illustrate the feasibility of our framework and its practical applicability to implement and execute operational governance processes in large-scale software-defined IoT cloud system, we evaluate our approach using a real-world case study on managing fleets of electric vehicles","RtGovOps as mentioned in this paper is a framework for on-demand runtime operational governance of software-defined IoT cloud systems, which can be used to implement and execute operational governance processes in large-scale software defined IoT cloud system."
"Understanding Everything as Code: A Taxonomy and Conceptual Model","https://scispace.com/paper/understanding-everything-as-code-a-taxonomy-and-conceptual-gzub1a7p18tv","2025","Journal Article","arXiv.org","Haoran Wei
Nazim H. Madhavji
John Steinbacher","10.48550/arxiv.2507.05100","https://scispace.compdf/understanding-everything-as-code-a-taxonomy-and-conceptual-gzub1a7p18tv.pdf","Background: Everything as Code (EaC) is an emerging paradigm aiming to codify all aspects of modern software systems. Despite its growing popularity, comprehensive industry standards and peer-reviewed research clarifying its scope and guiding its adoption remain scarce. Aims: This study systematically analyzes existing knowledge and perceptions of EaC, clarifies its scope and boundaries, and provides structured guidance for researchers and practitioners. Method: We conducted a large-scale multivocal literature review (MLR), synthesizing academic and grey literature sources. Findings were analyzed quantitatively and thematically. Based on this analysis, we developed a taxonomy and conceptual model of EaC, validated through collaboration with industry experts. Results: The resulting taxonomy comprises 25 distinct EaC practices organized into six layers based on industry awareness and functional roles. The conceptual model illustrates focus areas, overlaps, and interactions among these EaC practices within the software delivery lifecycle. Additionally, practical code examples demonstrating the implementation of these practices were developed in collaboration with industry experts. Conclusions: This work addresses the current scarcity of academic discourse on EaC by providing the first comprehensive taxonomy and conceptual model. These contributions enhance conceptual clarity, offer actionable guidance to practitioners, and lay the groundwork for future research in this emerging domain.","This study develops a comprehensive taxonomy and conceptual model of ""Everything as Code"" (EaC), comprising 25 practices organized into six layers, to clarify its scope and provide structured guidance for researchers and practitioners in the software delivery lifecycle."
"Secure Software Engineering: A Synthesis of SSDLC, Devsecops, and Ai-Driven Threat Mitigation","https://scispace.com/paper/secure-software-engineering-a-synthesis-of-ssdlc-devsecops-simvljjoi0w6","2025","Journal Article","Deleted Journal","Augustine Osazee Airhiavbere
Desmond Nomaren Idehen","10.62054/ijdm/0203.13","https://scispace.compdf/secure-software-engineering-a-synthesis-of-ssdlc-devsecops-simvljjoi0w6.pdf","This study explores the critical convergence of software development and cybersecurity through a mixed-method approach combining systematic literature review, quantitative analysis, and case study evaluation to investigate the effectiveness of secure software development practices. As cyber threats grow in sophistication, traditional software engineering models prioritizing functionality and efficiency have proven inadequate in addressing evolving security challenges. The incorporation of Secure Software Development Lifecycle (SSDLC) and DevSecOps methodologies has emerged as a pivotal strategy, embedding security considerations from the earliest phases of development. This paper provides a comprehensive review of secure software development practices, core cybersecurity principles, regulatory compliance requirements, and technological innovations driving this integration. Drawing on insights from academic research, industry reports, and real-world applications, the findings emphasize the effectiveness of security-centric development paradigms, such as SSDLC and DevSecOps, in mitigating risks and strengthening software resilience. Furthermore, emerging technologies like artificial intelligence, blockchain, and automated security testing are reshaping secure development strategies by enabling predictive analytics, dynamic access control, and proactive vulnerability detection. Empirical results indicate that organizations adopting security-first frameworks report measurable reductions in system vulnerabilities and enhanced response times to incidents. This study underscores the imperative of embedding security within software engineering processes to ensure robust application design, safeguard user data, maintain system integrity, and reinforce the broader digital ecosystem. The findings offer valuable guidance for software developers, cybersecurity professionals, and organizational leaders seeking to enhance the security posture and long-term resilience of their software systems ","This study synthesizes SSDLC, DevSecOps, and AI-driven threat mitigation, highlighting the effectiveness of security-centric development paradigms in mitigating risks and strengthening software resilience through predictive analytics, dynamic access control, and proactive vulnerability detection."
