"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Learning with local drift detection","https://scispace.com/paper/learning-with-local-drift-detection-8z1yjozo5d","2006","Book Chapter","Advanced Data Mining and Applications","João Gama
Gladys Castillo","10.1007/11811305_4","https://sweet.ua.pt/gladys/Papers/ADMA_GamaCastillo_06.pdf","Most of the work in Machine Learning assume that examples are generated at random according to some stationary probability distribution. In this work we study the problem of learning …","Most of the work in Machine Learning assume that examples are generated at random according to some stationary probability distribution. In this work we study the problem of learning when the distribution that generates the examples changes over time. We present a method for detection of changes in the probability distribution of examples. The idea behind the drift detection method is to monitor the online error-rate of a learning algorithm looking for significant deviations. The method can be used as a wrapper over any learning algorithm. In most problems, a change affects only some regions of the instance space, not the instance space as a whole. In decision models that fit different functions to regions of the instance space, like Decision Trees and Rule Learners, the method can be used to monitor the error in regions of the instance space, with advantages of fast model adaptation. In this work we present experiments using the method as a wrapper over a decision tree and a linear model, and in each internal-node of a decision tree. The experimental results obtained in controlled experiments using artificial data and a real-world problem show a good performance detecting drift and in adapting the decision model to the new concept."
"Automated consistency checking of requirements specifications","https://scispace.com/paper/automated-consistency-checking-of-requirements-3ep13i66bo","1996","Journal Article","ACM Transactions on Software Engineering and Methodology","Constance L. Heitmeyer
Ralph D. Jeffords
B. Labaw","10.1145/234426.234431","https://dl.acm.org/doi/pdf/10.1145/234426.234431","… SCR notation and a foundation for consistency checking, a formal requirements model is … for consistency checking in a real-world avionics application. The role of consistency checking …","This article describes a formal analysis technique, called consistency checking, for automatic detection of errors, such as type errors, nondeterminism, missing cases, and circular definitions, in requirements specifications. The technique is designed to analyze requirements specifications expressed in the SCR (Software Cost Reduction) tabular notation. As background, the SCR approach to specifying requirements is reviewed. To provide a formal semantics for the SCR notation and a foundation for consistency checking, a formal requirements model is introduced; the model represents a software system as a finite-state automation which produces externally visible outputs in response to changes in monitored environmental quantities. Results of two experiments are presented which evaluated the utility and scalability of our technique for consistency checking in real-world avionics application. The role of consistency checking during the requirements phase of software development is discussed."
"Instant consistency checking for the UML","https://scispace.com/paper/instant-consistency-checking-for-the-uml-4ghyqdzc2a","2006","Proceedings Article","International Conference on Software Engineering","Alexander Egyed","10.1145/1134285.1134339","https://dl.acm.org/doi/pdf/10.1145/1134285.1134339","… Yet, we observed that the problem was not the lack of consistency checking but the … consistency checking of UML models, which is an adaptation to incremental consistency checking. …","Inconsistencies in design models should be detected immediately to save the engineer from unnecessary rework. Yet, tools are not capable of keeping up with the engineers' rate of model changes. This paper presents an approach for quickly, correctly, and automatically deciding what consistency rules to evaluate when a model changes. The approach does not require consistency rules with special annotations. Instead, it treats consistency rules as black-box entities and observes their behavior during their evaluation to identify what model elements they access. The UML/Analyzer tool, integrated with IBM Rational Rose™, fully implements this approach. It was used to evaluate 29 models with tens-of-thousands of model elements, evaluated on 24 types of consistency rules over 140,000 times. We found that the approach provided design feedback correctly and required, in average, less than 9ms evaluation time per model change with a worst case of less than 2 seconds at the expense of a linearly increasing memory need. This is a significant improvement over the state-of-the-art."
"Fast and accurate business process drift detection","https://scispace.com/paper/fast-and-accurate-business-process-drift-detection-pbn3vpqkik","2015","Book Chapter","Business Process Management","Abderrahmane Maaradji
Marlon Dumas
Marcello La Rosa
Alireza Ostovar","10.1007/978-3-319-23063-4_27","https://eprints.qut.edu.au/83013/1/paper.pdf","… Previous methods for business process drift detection are … -off between classification accuracy and drift detection delay. A … scales up to the extent that it works for online drift detection. …","Business processes are prone to continuous and unexpected changes Process workers may start executing a process differently in order to adjust to changes in workload, season, guidelines or regulations for example Early detection of business process changes based on their event logs --- also known as business process drift detection --- enables analysts to identify and act upon changes that may otherwise affect process performance Previous methods for business process drift detection are based on an exploration of a potentially large feature space and in some cases they require users to manually identify the specific features that characterize the drift Depending on the explored feature set, these methods may miss certain types of changes This paper proposes a fully automated and statistically grounded method for detecting process drift The core idea is to perform statistical tests over the distributions of runs observed in two consecutive time windows By adaptively sizing the window, the method strikes a trade-off between classification accuracy and drift detection delay A validation on synthetic and real-life logs shows that the method accurately detects typical change patterns and scales up to the extent that it works for online drift detection"
"xlinkit: A consistency checking and smart link generation service","https://scispace.com/paper/xlinkit-a-consistency-checking-and-smart-link-generation-99pxgl0m20","2002","Journal Article","ACM Transactions on Internet Technology","Christian Nentwich
Licia Capra
Wolfgang Emmerich
Anthony Finkelsteiin","10.1145/514183.514186","https://dl.acm.org/doi/pdf/10.1145/514183.514186","xlinkit is a lightweight application service that provides rule-based link generation and checks the consistency of distributed Web content. It leverages standard Internet technologies, …","xlinkit is a lightweight application service that provides rule-based link generation and checks the consistency of distributed Web content. It leverages standard Internet technologies, notably XML, XPath, and XLink. xlinkit can be used as part of a consistency management scheme or in applications that require smart link generation, including portal construction and management of large document repositories. In this article we show how consistency constraints can be expressed and checked. We describe a novel semantics for first-order logic that produces links instead of truth values and give an account of our content management strategy. We present the architecture of our service and the results of two substantial case studies that use xlinkit for checking course syllabus information and for validating UML models supplied by industrial partners."
"Regional concept drift detection and density synchronized drift adaptation","https://scispace.com/paper/regional-concept-drift-detection-and-density-synchronized-2kksxf835c","2017","Proceedings Article","International Joint Conference on Artificial Intelligence","Anjin Liu
Yiliao Song
Guangquan Zhang
Jie Lu","10.24963/IJCAI.2017/317","https://opus.lib.uts.edu.au/bitstream/10453/126374/1/0317.pdf","… Of these studies, concept drift detection is a fundamental … of drift detection directly contributes to the performance of online adaptive learning. At present, most concept drift detection and …","In data stream mining, the emergence of new patterns or a pattern ceasing to exist is called concept drift. Concept drift makes the learning process complicated because of the inconsistency between existing data and upcoming data. Since concept drift was first proposed, numerous articles have been published to address this issue in terms of distribution analysis. However, most distributionbased drift detection methods assume that a drift happens at an exact time point, and the data arrived before that time point is considered not important. Thus, if a drift only occurs in a small region of the entire feature space, the other non-drifted regions may also be suspended, thereby reducing the learning efficiency of models. To retrieve nondrifted information from suspended historical data, we propose a local drift degree (LDD) measurement that can continuously monitor regional density changes. Instead of suspending all historical data after a drift, we synchronize the regional density discrepancies according to LDD. Experimental evaluations on three benchmark data sets show that our concept drift adaptation algorithm improves accuracy compared to other methods."
"Comprehensive process drift detection with visual analytics","https://scispace.com/paper/comprehensive-process-drift-detection-with-visual-analytics-2e3ej1crsy","2019","Posted Content","arXiv: Artificial Intelligence","Anton Yeshchenko
Claudio Di Ciccio
Jan Mendling
Artem Polyvyanyy","","https://arxiv.org/pdf/1907.06386","… drift detection, called Visual Drift Detection (… drift detection and formulates five requirements for its analysis. Then, Sect. 3 states the preliminaries. Section 4 presents our drift detection …","Recent research has introduced ideas from concept drift into process mining to enable the analysis of changes in business processes over time. This stream of research, however, has not yet addressed the challenges of drift categorization, drilling-down, and quantification. In this paper, we propose a novel technique for managing process drifts, called Visual Drift Detection (VDD), which fulfills these requirements. The technique starts by clustering declarative process constraints discovered from recorded logs of executed business processes based on their similarity and then applies change point detection on the identified clusters to detect drifts. VDD complements these features with detailed visualizations and explanations of drifts. Our evaluation, both on synthetic and real-world logs, demonstrates all the aforementioned capabilities of the technique."
"Online and non-parametric drift detection methods based on Hoeffding's bounds","https://scispace.com/paper/online-and-non-parametric-drift-detection-methods-based-on-4hml2v61ep","2015","Journal Article","IEEE Transactions on Knowledge and Data Engineering","Isvani Frias-Blanco
José del Campo-Ávila
Gonzalo Ramos-Jiménez
Rafael Morales-Bueno
Agustín Alejandro Ortiz-Díaz
Yailé Caballero-Mota","10.1109/TKDE.2014.2345382","","Incremental and online learning algorithms are more relevant in the data mining context because of the increasing necessity to process data streams. In this context, the target function …","Incremental and online learning algorithms are more relevant in the data mining context because of the increasing necessity to process data streams. In this context, the target function may change over time, an inherent problem of online learning (known as concept drift). In order to handle concept drift regardless of the learning model, we propose new methods to monitor the performance metrics measured during the learning process, to trigger drift signals when a significant variation has been detected. To monitor this performance, we apply some probability inequalities that assume only independent, univariate and bounded random variables to obtain theoretical guarantees for the detection of such distributional changes. Some common restrictions for the online change detection as well as relevant types of change (abrupt and gradual) are considered. Two main approaches are proposed, the first one involves moving averages and is more suitable to detect abrupt changes. The second one follows a widespread intuitive idea to deal with gradual changes using weighted moving averages. The simplicity of the proposed methods, together with the computational efficiency make them very advantageous. We use a Naive Bayes classifier and a Perceptron to evaluate the performance of the methods over synthetic and real data."
"Concept drift detection via competence models","https://scispace.com/paper/concept-drift-detection-via-competence-models-htemy4196b","2014","Journal Article","Artificial Intelligence","Ning Lu
Guangquan Zhang
Jie Lu","10.1016/J.ARTINT.2014.01.001","","Detecting changes of concepts, such as a change of customer preference for telecom services, is very important in terms of prediction and decision applications in dynamic environments…",""
"Concept drift detection and localization in process mining: An integrated and efficient approach enabled by trace clustering","https://scispace.com/paper/concept-drift-detection-and-localization-in-process-mining-352e89o4jq","2021","Proceedings Article","ACM Symposium on Applied Computing","Rafael Gaspar de Sousa
Sarajane Marques Peres
Marcelo Fantinato
Hajo A. Reijers","10.1145/3412841.3441918","https://dl.acm.org/doi/pdf/10.1145/3412841.3441918","Business processes are subject to changes over time due to the need for adaptation and flexibility to a complex environment. Detecting drift as soon as possible and identifying the …","Business processes are subject to changes over time due to the need for adaptation and flexibility to a complex environment. Detecting drift as soon as possible and identifying the process elements involved, lead to a much better understanding of the process behavior, which can be a competitive edge for businesses. However, most existing approaches focus on each of these two tasks separately. Isolated approaches do not always have interfaces between them that allow you to combine solutions effectively for each corresponding task. In such cases, using the two isolated solutions together is neither feasible nor even useful from the point of view of a business analyst. This paper proposes an integrated approach to detect and locate concept drifts based on an online setting for trace clustering. Experiments with synthetic event logs with different types of control-flow changes showed that concept drifts can be detected and located efficiently."
